profile_id,predicted_list
14534,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14540,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
14548,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14551,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14553,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14559,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
14563,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14564,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14565,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14569,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14571,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14573,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14575,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14576,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14581,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14582,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
14585,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14587,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
14589,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14592,"[125, 65, 124, 241, 127, 2472, 190, 347, 339, 1880, 381, 126, 55, 2469, 2054, 425, 50, 2029, 51, 329, 380, 2082, 383, 2524, 364]"
14595,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14601,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14603,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
14606,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14608,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
14611,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
14615,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14617,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
14618,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14623,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14625,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14636,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14638,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14642,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14646,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
14647,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
14650,"[16, 4552, 17, 2227, 38, 19, 18, 4939, 15, 128, 67, 224, 416, 39, 1880, 36, 185, 148, 406, 410, 136, 264, 489, 2296, 34]"
14652,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14655,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14658,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
14667,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14668,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14674,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14676,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
14678,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
14680,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14684,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14685,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14692,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
14699,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
14704,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
14705,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14708,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14713,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
14715,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14718,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14725,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14730,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
14732,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
14736,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
14737,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14738,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14739,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14744,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14747,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14749,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14760,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14768,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14769,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14774,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14775,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14779,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14780,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14782,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14784,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14785,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14786,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14793,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14794,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14795,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14799,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
14801,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
14802,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14804,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14806,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14808,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
14809,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
14810,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14811,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14812,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
14814,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14816,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14824,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
14826,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
14828,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14829,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14833,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14842,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14843,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
14848,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
14849,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
14850,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14851,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14857,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
14863,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14871,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14876,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14877,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14879,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
14883,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14884,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14889,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
14891,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
14901,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14910,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
14911,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
14914,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
14915,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
14924,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14925,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
14927,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
14939,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14943,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
14951,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14962,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
14963,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
14971,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
14977,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
14980,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
14992,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
15000,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
15008,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
15009,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
15011,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
15016,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
15017,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
15026,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
15036,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
15040,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
15041,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
15043,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
15046,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
15051,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
15055,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
15059,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
15074,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
15082,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
15083,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
15085,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
15093,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
15097,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
15098,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
15101,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
15106,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
15107,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
15111,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
15113,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
15115,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
15122,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
15125,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
15131,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
